team,department,subdepartment,employee,title
oak,Baseball Operations,Medical Staff,Larry Davis,Coordinator of Medical Services
oak,Baseball Operations,Medical Staff,Dr. Allan Pont,Team Physician
oak,Baseball Operations,Medical Staff,Dr. Jon Dickinson,Team Orthopedist
oak,Baseball Operations,Medical Staff,Dr. Will Workman,Team Orthopedist
oak,Baseball Operations,Medical Staff,Dr. Fred Dicke,Arizona Team Physician
oak,Baseball Operations,Medical Staff,Dr. Elliott Schwartz,Internal Medicine Consultant
oak,Sales and Marketing,Medical Staff,Jim Leahey,"Vice President, Sales & Marketing"
oak,Sales and Marketing,Marketing & Advertising,Troy Smith,Senior Director of Marketing
oak,Sales and Marketing,Marketing & Advertising,Travis LoDolce,Senior Manager of Digital Marketing
oak,Sales and Marketing,Marketing & Advertising,Amy MacEwen,"Manager, Advertising & Marketing"
oak,Sales and Marketing,Marketing & Advertising,Mike Ono,Creative Services Manager
oak,Sales and Marketing,Marketing & Advertising,Michael Zagaris,Team Photographer
oak,Sales and Marketing,Special Events,Heather Rajeski,Senior Manager of Promotion & Events
oak,Sales and Marketing,Special Events,Sandy Karbel,Special Events Coordinator
oak,Sales and Marketing,Special Events,Zak Zumbiel,Special Events Assistant
oak,Sales and Marketing,Special Events,Stomper,Mascot
oak,Sales and Marketing,Corporate Sales,Steve Pastorino,"Senior Director, Corporate Partnerships"
oak,Sales and Marketing,Corporate Sales,Franklin Lowe,Director of Partnership Services
oak,Sales and Marketing,Corporate Sales,Jill Golden,"Senior Account Manager, Corporate Partnerships"
oak,Sales and Marketing,Corporate Sales,"Jessica Scott, Tim Sommer",Corporate Account Manager
oak,Sales and Marketing,Corporate Sales,Evan Twomey,Corporate Partnership Assistant
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Steve Fanelli,Executive Director of Ticket Sales & Operations
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Josh Ziegenbusch,Senior Director of Ticket Services
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",David Adame,"Director, Ticket Operations"
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Catherine Glazier,Ticket Services Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Michael Neis,Suite Services Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",David King,Premium Services Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Anuj Patel,Ticket Operations Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Tamara Burnett,Ticket Operations Coordinator
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Patricia Heagy,Box Office Coordinator
oak,Sales and Marketing,"Ticket Sales, Operations, & Services","Anthony Abbey, Andrew Molyneux, Austin Redman, Marco Ruidiaz",Ticket Services Representatives
oak,Sales and Marketing,"Ticket Sales, Operations, & Services","John Austin, Sean Cassidy",Season Ticket Retention Representatives
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Brian DiTucci,Director of Ticket Sales
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Josh Feinberg,Group Sales Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Aaron Dragomir,Season Ticket Sales Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",David Nosti,Inside Sales Manager
oak,Sales and Marketing,"Ticket Sales, Operations, & Services","Parker Newton, Chris Van Dyne","Senior Account Executive, Premium Seating"
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Phil Chapman,Senior Account Executive
oak,Sales and Marketing,"Ticket Sales, Operations, & Services","Andrew Bleaken, Robert Cvetan, Kelly Ghelfi,Scott Ibaraki, Michael Kalchik, Michael Murray, David Neumann, Jeff Perlmutter, Mason Snyder, Jessica Vasheresse, Gordon Wilson",Account Executives
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Mark Bashuk,Senior Manager of Database Services
oak,Sales and Marketing,"Ticket Sales, Operations, & Services",Mark Simmons,Ticket Sales Analyst
oak,Stadium Operations,"Ticket Sales, Operations, & Services",David Rinetti,"Vice President, Stadium Operations"
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Paul La Veau,Senior Director of Stadium Operations 
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Kristy Ledbetter,Senior Manager of Stadium Operations Events
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Randy Duran,Stadium Services Manager
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Gabrielle Weems,Stadium Operations Scheduler
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Matt Van Norton,Stadium Operations Coordinator
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Perry Constas,Stadium Operations Assistant
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Elisabeth Aydelotte,Guest Services Coordinator
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Clay Wood,Head Groundskeeper
oak,Stadium Operations,"Ticket Sales, Operations, & Services",Chad Huss,Arizona Groundskeeper
oak,Communications and Broadcasting,"Ticket Sales, Operations, & Services",Ken Pries,"Vice President, Communications and Broadcasting"
oak,Communications and Broadcasting,Public Relations,Bob Rose,Director of Public Relations
oak,Communications and Broadcasting,Public Relations,Mike Selleck,Baseball Information Manager
oak,Communications and Broadcasting,Public Relations,Adam Loberstein,Player and Media Relations Manager
oak,Communications and Broadcasting,Public Relations,Debbie Gallas,Media Services/Credentials Manager
oak,Communications and Broadcasting,Public Relations,Zak Basch,Media Relations & Broadcasting Coordinator
oak,Communications and Broadcasting,Public Relations,Michael Zagaris,Team Photographer
oak,Communications and Broadcasting,Community Relations,Detra Paige,Director of Community Relations
oak,Communications and Broadcasting,Community Relations,Melissa Guzman,Community Relations Coordinator
oak,Communications and Broadcasting,Community Relations,Amanda Young,Community Relations Assistant
oak,Communications and Broadcasting,Authenticated Merchandise,Erik Farrell,Manager of Authentication
oak,Communications and Broadcasting,Stadium Entertainment,David Don,Senior Director of Multimedia Services
oak,Communications and Broadcasting,Stadium Entertainment,Matt Shelton,Stadium Entertainment Production Manager
oak,Communications and Broadcasting,Stadium Entertainment,Jon Martin,Multimedia Services Manager
oak,Communications and Broadcasting,Stadium Entertainment,Dick Callahan,Public Address Announcer
oak,Communications and Broadcasting,Stadium Entertainment,Kara Tsuboi,In-Game Host
oak,Communications and Broadcasting,Broadcasting,"Ray Fosse, Ken Korach, Glen Kuiper, Vince Cotroneo",Team Announcers
oak,Communications and Broadcasting,Broadcasting,Warren Chu,Broadcasting Services Manager
oak,Finance and Administration,Broadcasting,Paul Wong,"Vice President, Finance"
oak,Finance and Administration,Finance and Accounting,Kasey Jarcik,Senior Director of Finance
oak,Finance and Administration,Finance and Accounting,Ling Ding,Accounting Manager
oak,Finance and Administration,Finance and Accounting,Rose Dancil,Payroll Manager
oak,Finance and Administration,Finance and Accounting,Isabelle Mahaffey,"Senior Accountant, Accounts Payable"
oak,Finance and Administration,Finance and Accounting,Danna Mouat,Senior Accountant
oak,Finance and Administration,Finance and Accounting,Joe Berg,Staff Accountant
oak,Finance and Administration,Finance and Accounting,Scott Zumsteg,Ticket Office Accountant
oak,Finance and Administration,Human Resources,Kim Kubo,Director of Human Resources
oak,Finance and Administration,Human Resources,Erica Sahli,Human Resources Assistant
oak,Finance and Administration,Information Systems,Nathan Hayes,Director of Information Technology
oak,Finance and Administration,Information Systems,David Frieberg,IT Manager
oak,Finance and Administration,Information Systems,Chris Jio,Desktop Administrator
oak,Finance and Administration,Office Services,Julie Vasconcellos,Office Services Coordinator
oak,Finance and Administration,Office Services,Maggie Baptist,Executive Offices Receptionist
tex,Management,None,Co-Chairman and MLB Control Person,Ray C. Davis
tex,Management,None,Co-Chairman,Bob R. Simpson
tex,Management,None,"Chairman, Ownership Committee",Neil Leibman
tex,Management,None,President of Baseball Operations & General Manager,Jon Daniels
tex,Management,None,Senior Executive Vice President,Jim Sundberg
tex,Management,None,"Executive Vice President, Business Operations",Rob Matwick
tex,Management,None,Executive Vice President & CFO,Kellie Fischer
tex,Management,None,"Executive Vice President, Communications",John Blake
tex,Management,None,"Executive Vice President, Business Partnerships & Development",Joe Januszewski
tex,Management,None,"Exec. Vice President, Rangers Enterprises, Customer Service, & Sales",Jay Miller
tex,Management,None,"Executive Vice President, Ballpark Entertainment & Productions",Chuck Morgan
tex,Management,None,"Manager, Ownership Concierge Services",Amy Beam
tex,Management,None,Executive Assistant to Senior Executive VP & Ballpark Operations,Leslie Dempsey
tex,Management,None,Executive Assistant to President of Business Operations & CFO,Gabrielle Stokes
tex,Management,None,Executive Assistant to Business Partnerships & Development,Alyson Tidwell
tex,Management,None,Executive Assistant to President Baseball Operations & GM,Barbara Pappenfus
tex,Ballpark Entertainment,None,"Senior Director, Promotions & Special Events",Sherry Flow
tex,Ballpark Entertainment,None,"Senior Director, In Park Entertainment",Chris DeRuyscher
tex,Ballpark Entertainment,None,Producer/Videographer,Hugo Carbajal
tex,Ballpark Entertainment,None,Mascot Coordinator,Tanner Leggett
tex,Ballpark Entertainment,None,"Assistant, Promotions",Andrea Dailey
tex,Ballpark Entertainment,None,Videographer,Colin Drake
tex,Ballpark Entertainment,None,Videographer,Alan Rose
tex,Ballpark Entertainment,None,"Coordinator, Ballpark Entertainment & Productions",David Foster
tex,Ballpark Facilities & Event Operations,None,"Vice President, Security & Parking",Blake Miller
tex,Ballpark Facilities & Event Operations,None,"Senior Director, Maintenance & MEP Operations",Mike Call
tex,Ballpark Facilities & Event Operations,None,"Director, Grounds",Dennis Klein
tex,Ballpark Facilities & Event Operations,None,"Director, Ballpark Facility Operations",Duane Arber
tex,Ballpark Facilities & Event Operations,None,"Director, Security & Parking",Mike Smith
tex,Ballpark Facilities & Event Operations,None,"Director, Complex Grounds",Steve Ballard
tex,Ballpark Facilities & Event Operations,None,"Assistant Director, Complex Grounds",Stephen Lord
tex,Ballpark Facilities & Event Operations,None,"Manager, Security & Parking",Dana Jons
tex,Ballpark Facilities & Event Operations,None,"Engineer, Complex Grounds",Brad Griffin
tex,Ballpark Facilities & Event Operations,None,"Coordinator, General Maintenance",John Deardorff
tex,Ballpark Facilities & Event Operations,None,"Coordinator, Security",Oliver Strickland
tex,Ballpark Facilities & Event Operations,None,"Coordinator, Parking",Sherri Morgan
tex,Ballpark Facilities & Event Operations,None,Security Administrator,Amber Criner
tex,Ballpark Facilities & Event Operations,None,"Administrative Assistant, Ballpark Construction & Development",Caley Dollar
tex,Ballpark Facilities & Event Operations,None,"Supervisor, Security",Jeff Baggs
tex,Ballpark Facilities & Event Operations,None,"Supervisor, Security",Joel Brown
tex,Ballpark Facilities & Event Operations,None,"Supervisor, Security",Robert Lopez
tex,Ballpark Facilities & Event Operations,None,"Assistant Supervisor, Security",Joey Spakowski
tex,Ballpark Facilities & Event Operations,None,"Assistant Supervisor, Security",Danny Hill
tex,Ballpark Facilities & Event Operations,None,"Assistant Supervisor, Security",Ronnie Atkins
tex,Ballpark Facilities & Event Operations,None,"Assistant Shift Leader, Security",Rene Greene
tex,Ballpark Facilities & Event Operations,None,Event Setup Leader,Brad Stowe
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Martin Anderson
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Alex Bocanegra
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Luis Bocanegra
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,"Moises Bocanegra, Jr."
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Barry Bransford
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Rick Dodson
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Craig Edington
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Ricardo Flores
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Randy Hatfield
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Kevin Kent
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Salvador Mendoza
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Cisco Pontifes
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Fred Pytel
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Yashua Robles
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Bill Stutler
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew,Joe Tomme
tex,Ballpark Facilities & Event Operations,None,Facility Services and Maintenance Crew Mechanic,"Pedro Soto, Jr."
tex,Ballpark Facilities & Event Operations,None,Complex Ground Crew,Pat Hernandez
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew Leader,Margarito Ramirez
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew Leader,Jose Rodriguez
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Taylor Atzert
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Devories Spencer
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Andrew Powers
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Hipolito Rojas
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Pedro Soto
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Martin Villela
tex,Ballpark Facilities & Event Operations,None,Complex Grounds Crew,Jose Zamarippa
tex,Ballpark Facilities & Event Operations,None,Security Officer,Ray Brigance
tex,Ballpark Facilities & Event Operations,None,Security Officer,Jennifer Fish
tex,Ballpark Facilities & Event Operations,None,Security Officer,Eric Gilbert
tex,Ballpark Facilities & Event Operations,None,Security Officer,Bob Goebert
tex,Ballpark Facilities & Event Operations,None,Security Officer,Josh King
tex,Ballpark Facilities & Event Operations,None,Security Officer,Felix Lozada
tex,Ballpark Facilities & Event Operations,None,Security Officer,Michael McShea
tex,Ballpark Facilities & Event Operations,None,Security Officer,Rodger Romine
tex,Ballpark Facilities & Event Operations,None,Security Officer,Dave Wear
tex,Ballpark Facilities & Event Operations,None,Security Officer,Jimmy Underwood
tex,Ballpark Facilities & Event Operations,None,Shipping/Receiving Attendant,Ron DeSoto
tex,Baseball Operations,None,Assistant General Manager,Thad Levine
tex,Baseball Operations,None,Assistant General Manager,A.J. Preller
tex,Baseball Operations,None,Senior Special Assistant to the GM & Scouting,Don Welke
tex,Baseball Operations,None,"Senior Director, Minor League Operations",Mike Daly
tex,Baseball Operations,None,"Senior Director, Medical Operations",Jamie Reed
tex,Baseball Operations,None,"Director, Professional Scouting",Josh Boyd
tex,Baseball Operations,None,"Director, Amateur Scouting",Kip Fagg
tex,Baseball Operations,None,"Director, International Scouting",Gil Kim
tex,Baseball Operations,None,Special Assistant to the GM,Greg Maddux
tex,Baseball Operations,None,Special Assistant to the GM,Ivan Rodriguez
tex,Baseball Operations,None,Special Assistant to the GM,James Keller
tex,Baseball Operations,None,"Special Assistant, Scouting",Scott Littlefield
tex,Baseball Operations,None,"Special Assistant, Major League Scout",Greg Smith
tex,Baseball Operations,None,Senior Advisor to the General Manager,Tom Giordano
tex,Baseball Operations,None,"Director, Baseball Operations",Matt Vinnola
tex,Baseball Operations,None,Director of Baseball Information Services,Todd Slavinsky
tex,Baseball Operations,None,"Senior Advisor, Pacific Rim Operations",Jim Colborn
tex,Baseball Operations,None,"Director, Travel",Chris Lyngos
tex,Baseball Operations,None,"Manager, Amateur Scouting",Matt Klotsche
tex,Baseball Operations,None,"Video Scout, Amateur Scouting",Matt Simonetti
tex,Baseball Operations,None,"Assistant, Player Development & International Scouting",Paul Kruger
tex,Baseball Operations,None,"Manager, Cultural Enhancement/International Scout",Billy McLaughlin
tex,Baseball Operations,None,"Assistant, International Operations",Stosh Hoover
tex,Baseball Operations,None,"Special Assistant, Scouting",Dave Oliver
tex,Baseball Operations,None,Advance Scout,Adam Lewkowicz
tex,Baseball Operations,None,"Assistant, Advance Scout",Joey Prebynski
tex,Baseball Operations,None,Video Coordinator Baseball Operations ,Mitchell Webb
tex,Baseball Operations,None,Equipment & Home Clubhouse Manager,"Richard ""Hoggy"" Price"
tex,Baseball Operations,None,Assistant Clubhouse Manager,Dave Bales
tex,Baseball Operations,None,Assistant Clubhouse Manager,Brandon Boyd
tex,Baseball Operations,None,Visiting Clubhouse Manager,Kelly Terrell
tex,Baseball Operations,None,Head Trainer,Kevin Harmon
tex,Baseball Operations,None,Athletic Trainer ,Matt Lucero
tex,Baseball Operations,None,Team Physician,Dr. Keith Meister
tex,Baseball Operations,None,Internist,Dr. David Hunter
tex,Baseball Operations,None,Assistant Team Physician,Dr. Shane Seroyer
tex,Business Partnership & Development,None,"Vice President, Partnerships & Client Services",Jim Cochrane
tex,Business Partnership & Development,None,"Senior Director, Media Sales",Wade Howell
tex,Business Partnership & Development,None,"Director, Partnerships",Guy Tomcheck
tex,Business Partnership & Development,None,"Manager, Client Services",Rose Swenson
tex,Business Partnership & Development,None,"Account Executive, Partnerships",Chad Wynn
tex,Business Partnership & Development,None,"Account Executive, Rangers Radio Network",Ben Carruthers
tex,Business Partnership & Development,None,"Account Executive, Rangers Radio Network",Ben Hamilton
tex,Business Partnership & Development,None,"Account Executive, Rangers Radio Network",Kristin Kowalski
tex,Business Partnership & Development,None,"Coordinator, Client Services",Kim Jones
tex,Business Partnership & Development,None,"Coordinator, Client Services",Grace Ramey
tex,Business Partnership & Development,None,"Coordinator, Client Services",Courtney Rowell
tex,Communications & Broadcasting,None,"Senior Director, Media Relations",Rich Rice
tex,Communications & Broadcasting,None,"Senior Director, Broadcasting Operations",Angie Swint
tex,Communications & Broadcasting,None,"Manager, Publications & Media Relations",Rob Morse
tex,Communications & Broadcasting,None,"Manager, Media Services",Brian SanFilippo
tex,Communications & Broadcasting,None,"Manager, Photography",Kelly Gavin
tex,Communications & Broadcasting,None,"Coordinator, Broadcast Traffic",Madison Pelletier
tex,Communications & Broadcasting,None,Radio Announcer,Matt Hicks
tex,Communications & Broadcasting,None,Radio Announcer,Eric Nadel
tex,Communications & Broadcasting,None,Television Announcer,Steve Busby
tex,Communications & Broadcasting,None,Television Announcer,Tom Grieve
tex,Communications & Broadcasting,None,Spanish Announcer & Hispanic Community Liaison,Eleno Ornelas
tex,Fan Experience & Guest Services,None,"Assistant Vice President, Customer Relations",Donnie Pordash
tex,Fan Experience & Guest Services,None,"Coordinator, Customer Service",Stephanie Smith
tex,Fan Experience & Guest Services,None,Receptionist,Linda Wilkerson
phi,Executives,None,"General Partner, President and Chief Executive Officer",David Montgomery
phi,Executives,None,Chairman,Bill Giles
phi,Executives,None,Senior Vice President & General Manager,"Ruben Amaro, Jr."
phi,Executives,None,"Senior Vice President, Marketing & Advertising Sales",David Buck
phi,Executives,None,"Senior Vice President, Administration & Operations",Michael Stiles
phi,Executives,None,"Vice President, Communications",Bonnie Clark
phi,Executives,None,"Vice President, Phillies Enterprises",Richard Deats
phi,Executives,None,"Vice President, Human Resources and Customer Services",Kathy Killian
phi,Executives,None,"Vice President, Chief Financial Officer",John Nickolas
phi,Executives,None,"Vice President, Alumni Relations",Larry Shenk
phi,Executives,None,Vice President & General Counsel,Rick Strouse
phi,Executives,None,"Vice President, Ticket Sales and Operations",John Weber
phi,Administration,None,"General Partner, President and Chief Executive Officer",David Montgomery
phi,Administration,None,Chairman,Bill Giles
phi,Administration,None,"Senior Vice President, Administration & Operations",Michael Stiles
phi,Administration,None,"Vice President, Phillies Enterprises",Richard Deats
phi,Administration,None,"Vice President, Human Resources and Customer Services",Kathy Killian
phi,Administration,None,"Vice President, Alumni Relations",Larry Shenk
phi,Administration,None,Vice President & General Counsel,Rick Strouse
phi,Administration,None,Secretary and Counsel,Bill Webb
phi,Administration,None,"Director, Human Resources and Benefits",JoAnn Marano
phi,Administration,None,Executive Secretary to the President,Mary Covely
phi,Administration,None,Executive Assistant to the General Counsel,Wendy Rossett
phi,Administration,None,"Executive Secretary, Operations",Lynn Blum
phi,Administration,None,Administrator,Bettyanne Robb
phi,Administration,None,"Executive Secretary, Ownership",Lynn Samuels
phi,Administration,None,Administration Assistant,Amy Domowitch
phi,Administration,Ballpark Enterprises,"Director, Ballpark Enterprises & Business Development",Joe Giles
phi,Administration,Ballpark Enterprises,"Manager, Special Events",Leila Graham-Willis
phi,Administration,Ballpark Enterprises,"Manager, Special Events",Kristin Zeller
phi,Administration,Computer Operations,"Director, Information Systems",Brian Lamoreaux
phi,Administration,Computer Operations,"Manager, PC Network Systems",Bob Tonnon
phi,Administration,Computer Operations,Systems Support,Kevin Stephens
phi,Administration,Computer Operations,Senior System Programmer,Walt Fillman
phi,Administration,Computer Operations,Phone System Manager,Bill Touch
phi,Administration,Computer Operations,Hardware/Software Technician,Adam Hawthorne
phi,Baseball Administration,Computer Operations,Senior Vice President & General Manager,"Ruben Amaro, Jr."
phi,Baseball Administration,Computer Operations,Sr. Advisor to the President/General Manager,Pat Gillick
phi,Baseball Administration,Computer Operations,Assistant General Manager,Scott Proefrock
phi,Baseball Administration,Computer Operations,"Assistant General Manager, Player Personnel",Benny Looper
phi,Baseball Administration,Computer Operations,"Assistant General Manager, Amateur Scouting",Marti Wolever
phi,Baseball Administration,Computer Operations,Sr. Advisor to the General Manager,Dallas Green
phi,Baseball Administration,Computer Operations,Sr. Advisor to the General Manager,Charlie Manuel
phi,Baseball Administration,Computer Operations,Special Assistant to the General Manager,Charley Kerfeld
phi,Baseball Administration,Computer Operations,Special Assistant to the General Manager,Bart Braun
phi,Baseball Administration,Computer Operations,"Director, Player Development",Joe Jordan
phi,Baseball Administration,Computer Operations,"Special Assistant, Baseball Operations",Ed Wade
phi,Baseball Administration,Computer Operations,"Director, Major League Scouting",Gordon Lakey
phi,Baseball Administration,Computer Operations,"Director, Baseball Administration",Susan Ingersoll Papaneri
phi,Baseball Administration,Computer Operations,"Director, Professional Scouting",Mike Ondo
phi,Baseball Administration,Computer Operations,"Director, Minor League Operations",Lee McDaniel
phi,Baseball Administration,Computer Operations,"Director, Amateur Scouting Administration",Rob Holiday
phi,Baseball Administration,Computer Operations,Baseball Information Analyst,Jay McLaughlin
phi,Baseball Administration,Computer Operations,"Manager, Baseball Analytics",Scott Freedman
phi,Baseball Administration,Computer Operations,"Administrative Assistant, Baseball Operations",Adele MacDonald
phi,Baseball Administration,Computer Operations,Baseball Operations Representative,Chris Cashman
phi,Baseball Administration,Computer Operations,"Director, Team Travel and Clubhouse Services",Frank Coppenbarger
phi,Baseball Administration,Computer Operations,"Assistant Director, Player Development",Steve Noworyta
phi,Baseball Administration,Computer Operations,"Assistant Director, Minor League Operations/Florida",Joe Cynar
phi,Baseball Administration,Computer Operations,"Coordinator, International Operations",Ray Robles
phi,Ballpark Operations,Computer Operations,"Senior Vice President, Administration & Operations",Michael Stiles
phi,Ballpark Operations,Computer Operations,"Director, Operations/Facility",Mike DiMuzio
phi,Ballpark Operations,Computer Operations,"Director, Operations/Events",Eric Tobin
phi,Ballpark Operations,Computer Operations,"Director, Operations/Security",Sal DeAngelis
phi,Ballpark Operations,Computer Operations,"Director, Landscaping and Site Work Operations",Pamella Hall
phi,Ballpark Operations,Computer Operations,"Receptionist, Executive Offices",Kelly Addario-DiGiacomo
phi,Ballpark Operations,Computer Operations,"Manager, Event Operations/Staffing",Andy Mosiondz
phi,Ballpark Operations,Computer Operations,Event Operations Assistant,Sean Hoff
phi,Ballpark Operations,Computer Operations,"Secretary, Ballpark Operations",Bernie Mansi
phi,Ballpark Operations,Computer Operations,Ballpark Operations Assistant,Patty McKee
phi,Ballpark Operations,Computer Operations,Ballpark Operations Assistant,Ed Speer
phi,Ballpark Operations,Computer Operations,Head Groundskeeper,Mike Boekholder
phi,Ballpark Operations,Computer Operations,Assistant Head Groundskeeper,Jeremy Wilt
phi,Ballpark Operations,Computer Operations,Assistant Head Groundskeeper,Barry Rees
phi,Ballpark Operations,Computer Operations,"Manager of Grounds, Phillies Urban Youth Academy at FDR Park",Tim Hackett
phi,Ballpark Operations,Computer Operations,Groundskeeper,Jeff Wright
phi,Ballpark Operations,Computer Operations,Staff Landscaper,Hank Zientak
phi,Ballpark Operations,Computer Operations,"Manager, Concessions Development",Bruce Leith
phi,Ballpark Operations,Computer Operations,"Manager, Office Food Services",Mary Ellen Braun
phi,Ballpark Operations,Computer Operations,"Manager, Employee Dining Services",Carol Frampton
phi,Ballpark Operations,Computer Operations,Employee Dining Services,Sharon Von Fischer
phi,Ballpark Operations,Computer Operations,Employee Dining Services,Mary Ellen DeGardnuer
phi,Ballpark Operations,Computer Operations,"Coordinator, Ballpark Operations",Frank Bowens
phi,Ballpark Operations,Computer Operations,Ballpark Operations,Jody Boon
phi,Ballpark Operations,Computer Operations,Ballpark Operations,Tony McClean
phi,Ballpark Operations,Computer Operations,Ballpark Operations,James Rodriguez
phi,Ballpark Operations,Computer Operations,Ballpark Operations,Eddie Glover
phi,Ballpark Operations,Computer Operations,Ballpark Operations,Walt Garvin
phi,Communications,Computer Operations,"Vice President, Communications",Bonnie Clark
phi,Communications,Computer Operations,"Director, Public Affairs",Scott Palmer
phi,Communications,Computer Operations,"Director, Publicity",John Brazer
phi,Communications,Computer Operations,"Director, Graphic Production",Tina Urban
phi,Communications,Computer Operations,"Manager, Publications",Christine Negley
phi,Communications,Computer Operations,"Manager, Graphic Design",Melissa Maani
phi,Communications,Computer Operations,"Publicist, Business Communications",Deb Rinaldi
phi,Communications,Computer Operations,Communications Assistant,Deanna Sabec
phi,Communications,Baseball Communications,"Director, Baseball Communications",Greg Casterioto
phi,Communications,Baseball Communications,"Coordinator, Baseball Communications",Craig Hughner
phi,Communications,Baseball Communications,Baseball Communications Assistant,Chris Ware
phi,Communications,Community Outreach,"Manager, Phillies Community and Charity Events",Michele DeVicaris
phi,Communications,Community Outreach,"Manager, Community Outreach and Phillies Charities",Sophie Riegel
phi,Communications,Community Outreach,"Coordinator, Community Outreach",Kelly Yurgin
phi,Communications,Community Outreach,Community Outreach Representative,Ryan Hayes
phi,Communications,Community Outreach,Community Outreach Representative,Jameson Hall
phi,Communications,Community Outreach,Community/Fan Development Representative,Dick Allen
phi,Finance,Community Outreach,"Vice President, Chief Financial Officer",John Nickolas
phi,Finance,Community Outreach,"Director, Payroll Services",Karen Wright
phi,Finance,Community Outreach,Controller,Mike Carson
phi,Finance,Community Outreach,"Director, Business Intelligence",Josh Barbieri
phi,Finance,Community Outreach,"Manager, Accounting",Richard Cucinotta
phi,Finance,Community Outreach,"Manager, Accounts Payable/Cost Management",Joann Milorey
phi,Finance,Community Outreach,Financial Analyst,Greg Angelucci
phi,Finance,Community Outreach,Senior Payroll Administrator,Denise Caines
phi,Finance,Community Outreach,Senior Staff Accountant,John Fetsick
phi,Finance,Community Outreach,Accountant,Kim Curtin
phi,Finance,Community Outreach,Accountant and Payroll Administrator,Bryan Humphreys
phi,Finance,Community Outreach,Accounts Payable Assistant,Edwin Esquerdo
phi,Finance,Community Outreach,Executive Assistant to Finance,Iris Gonzalez
phi,Marketing,Community Outreach,"Senior Vice President, Marketing & Advertising Sales",David Buck
phi,Marketing,Community Outreach,"Manager, Client Services and Alumni Relations",Debbie Nocito
phi,Marketing,Community Outreach,"Director, Corporate Partnerships",Rob MacPherson
phi,Marketing,Community Outreach,"Director, Advertising Sales",Brian Mahoney
phi,Marketing,Community Outreach,"Director, Corporate Sales",Scott Nickle
phi,Marketing,Community Outreach,"Manager, Advertising Sales",Tom Sullivan
phi,Marketing,Community Outreach,"Coordinator, Advertising Sales",Maggie O'Connor
phi,Marketing,Community Outreach,Corporate Sales Representative,Jocelyn Good
phi,Marketing,Community Outreach,Corporate Sales Representative,Christa Linzey
phi,Marketing,Community Outreach,Marketing Representative,Sarah Falk
phi,Marketing,Community Outreach,Corporate Partnership Representative,Jackie Sapio
phi,Marketing,Community Outreach,Club Ambassador,Gary Matthews
